Company Name,Title,First Name,Last Name,Organisation Name,Location,Speciality,City,Country of Principal Practice,Institution Name,Address Line1,Address Line2,Post Code,County,TOV Category,TOV Type,Amount,Joint Working Link,% of all HCP HCO in Aggregate,No of HCP HCO in Aggregate
Lundbeck Ltd,_,Lundbeck Ltd,Lundbeck Ltd,,,Miscellaneous,Lundbeck Ltd,United Kingdom,,Lundbeck Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,2791.08,,,
Lundbeck Ltd,_,Lundbeck Ltd,Lundbeck Ltd,,,Miscellaneous,Lundbeck Ltd,United Kingdom,,Lundbeck Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,23,
Lundbeck Ltd,_,Lundbeck Ltd,Lundbeck Ltd,,,Miscellaneous,Lundbeck Ltd,United Kingdom,,Lundbeck Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,31
Lundbeck Ltd,_,Lundbeck Ltd,Lundbeck Ltd,,,Miscellaneous,Lundbeck Ltd,United Kingdom,,Lundbeck Ltd,,XX,Undefined,Fee for service and consultancy,Fees,126860.67,,,
Lundbeck Ltd,_,Lundbeck Ltd,Lundbeck Ltd,,,Miscellaneous,Lundbeck Ltd,United Kingdom,,Lundbeck Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,29,
Lundbeck Ltd,_,Lundbeck Ltd,Lundbeck Ltd,,,Miscellaneous,Lundbeck Ltd,United Kingdom,,Lundbeck Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,50
Lundbeck Ltd,_,Lundbeck Ltd,Lundbeck Ltd,,,Miscellaneous,Lundbeck Ltd,United Kingdom,,Lundbeck Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,51296.73,,,
Lundbeck Ltd,,,,Lundbeck Ltd,,,Lundbeck Ltd,United Kingdom,,Lundbeck Ltd,,XX,Undefined,Research & Development,Research & Development,2272730,,,
Martindale Pharma,_,Martindale Pharma,Martindale Pharma,,,Miscellaneous,Martindale Pharma,United Kingdom,,Martindale Pharma,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,100,
Martindale Pharma,_,Martindale Pharma,Martindale Pharma,,,Miscellaneous,Martindale Pharma,United Kingdom,,Martindale Pharma,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,7
Martindale Pharma,_,Martindale Pharma,Martindale Pharma,,,Miscellaneous,Martindale Pharma,United Kingdom,,Martindale Pharma,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,874.15,,,
Martindale Pharma,_,Martindale Pharma,Martindale Pharma,,,Miscellaneous,Martindale Pharma,United Kingdom,,Martindale Pharma,,XX,Undefined,Fee for service and consultancy,Fees,0,,100,
Martindale Pharma,_,Martindale Pharma,Martindale Pharma,,,Miscellaneous,Martindale Pharma,United Kingdom,,Martindale Pharma,,XX,Undefined,Fee for service and consultancy,Fees,0,,,10
Martindale Pharma,_,Martindale Pharma,Martindale Pharma,,,Miscellaneous,Martindale Pharma,United Kingdom,,Martindale Pharma,,XX,Undefined,Fee for service and consultancy,Fees,13707.5,,,
Meda Pharma,_,Meda Pharma,Meda Pharma,,,Miscellaneous,Meda Pharma,United Kingdom,,Meda Pharma,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,96.87,
Meda Pharma,_,Meda Pharma,Meda Pharma,,,Miscellaneous,Meda Pharma,United Kingdom,,Meda Pharma,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,31
Meda Pharma,_,Meda Pharma,Meda Pharma,,,Miscellaneous,Meda Pharma,United Kingdom,,Meda Pharma,,XX,Undefined,Contribution to costs of Events,Registration Fees,18760.84,,,
Meda Pharma,_,Meda Pharma,Meda Pharma,,,Miscellaneous,Meda Pharma,United Kingdom,,Meda Pharma,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,92,
Meda Pharma,_,Meda Pharma,Meda Pharma,,,Miscellaneous,Meda Pharma,United Kingdom,,Meda Pharma,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,23
Meda Pharma,_,Meda Pharma,Meda Pharma,,,Miscellaneous,Meda Pharma,United Kingdom,,Meda Pharma,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,12890.7,,,
Meda Pharma,_,Meda Pharma,Meda Pharma,,,Miscellaneous,Meda Pharma,United Kingdom,,Meda Pharma,,XX,Undefined,Fee for service and consultancy,Fees,0,,62.96,
Meda Pharma,_,Meda Pharma,Meda Pharma,,,Miscellaneous,Meda Pharma,United Kingdom,,Meda Pharma,,XX,Undefined,Fee for service and consultancy,Fees,0,,,51
Meda Pharma,_,Meda Pharma,Meda Pharma,,,Miscellaneous,Meda Pharma,United Kingdom,,Meda Pharma,,XX,Undefined,Fee for service and consultancy,Fees,28697.6,,,
Meda Pharma,_,Meda Pharma,Meda Pharma,,,Miscellaneous,Meda Pharma,United Kingdom,,Meda Pharma,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,50,
Meda Pharma,_,Meda Pharma,Meda Pharma,,,Miscellaneous,Meda Pharma,United Kingdom,,Meda Pharma,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,3
Meda Pharma,_,Meda Pharma,Meda Pharma,,,Miscellaneous,Meda Pharma,United Kingdom,,Meda Pharma,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,7610,,,
Meda Pharma,,,,Meda Pharma,,,Meda Pharma,United Kingdom,,Meda Pharma,,XX,Undefined,Fee for service and consultancy,Fees,0,,100,
Meda Pharma,,,,Meda Pharma,,,Meda Pharma,United Kingdom,,Meda Pharma,,XX,Undefined,Fee for service and consultancy,Fees,0,,,1
Meda Pharma,,,,Meda Pharma,,,Meda Pharma,United Kingdom,,Meda Pharma,,XX,Undefined,Fee for service and consultancy,Fees,20000,,,
Merck Serono Ltd,_,Merck Serono Ltd,Merck Serono Ltd,,,Miscellaneous,Merck Serono Ltd,United Kingdom,,Merck Serono Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,60.4,
Merck Serono Ltd,_,Merck Serono Ltd,Merck Serono Ltd,,,Miscellaneous,Merck Serono Ltd,United Kingdom,,Merck Serono Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,87
Merck Serono Ltd,_,Merck Serono Ltd,Merck Serono Ltd,,,Miscellaneous,Merck Serono Ltd,United Kingdom,,Merck Serono Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,36533.4,,,
Merck Serono Ltd,_,Merck Serono Ltd,Merck Serono Ltd,,,Miscellaneous,Merck Serono Ltd,United Kingdom,,Merck Serono Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,48.8,
Merck Serono Ltd,_,Merck Serono Ltd,Merck Serono Ltd,,,Miscellaneous,Merck Serono Ltd,United Kingdom,,Merck Serono Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,169
Merck Serono Ltd,_,Merck Serono Ltd,Merck Serono Ltd,,,Miscellaneous,Merck Serono Ltd,United Kingdom,,Merck Serono Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,99244.31,,,
Merck Serono Ltd,_,Merck Serono Ltd,Merck Serono Ltd,,,Miscellaneous,Merck Serono Ltd,United Kingdom,,Merck Serono Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,48,
Merck Serono Ltd,_,Merck Serono Ltd,Merck Serono Ltd,,,Miscellaneous,Merck Serono Ltd,United Kingdom,,Merck Serono Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,85
Merck Serono Ltd,_,Merck Serono Ltd,Merck Serono Ltd,,,Miscellaneous,Merck Serono Ltd,United Kingdom,,Merck Serono Ltd,,XX,Undefined,Fee for service and consultancy,Fees,198952.98,,,
Merck Serono Ltd,_,Merck Serono Ltd,Merck Serono Ltd,,,Miscellaneous,Merck Serono Ltd,United Kingdom,,Merck Serono Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,48,
Merck Serono Ltd,_,Merck Serono Ltd,Merck Serono Ltd,,,Miscellaneous,Merck Serono Ltd,United Kingdom,,Merck Serono Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,61
Merck Serono Ltd,_,Merck Serono Ltd,Merck Serono Ltd,,,Miscellaneous,Merck Serono Ltd,United Kingdom,,Merck Serono Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,122869.43,,,
Merck Serono Ltd,,,,Merck Serono Ltd,,,Merck Serono Ltd,United Kingdom,,Merck Serono Ltd,,XX,Undefined,Research & Development,Research & Development,307845,,,
Merck Sharp & Dohme Ltd,_,Merck Sharp & Dohme Ltd,Merck Sharp & Dohme Ltd,,,Miscellaneous,Merck Sharp & Dohme Ltd,United Kingdom,,Merck Sharp & Dohme Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,97,
Merck Sharp & Dohme Ltd,_,Merck Sharp & Dohme Ltd,Merck Sharp & Dohme Ltd,,,Miscellaneous,Merck Sharp & Dohme Ltd,United Kingdom,,Merck Sharp & Dohme Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,199
Merck Sharp & Dohme Ltd,_,Merck Sharp & Dohme Ltd,Merck Sharp & Dohme Ltd,,,Miscellaneous,Merck Sharp & Dohme Ltd,United Kingdom,,Merck Sharp & Dohme Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,94517,,,
Merck Sharp & Dohme Ltd,_,Merck Sharp & Dohme Ltd,Merck Sharp & Dohme Ltd,,,Miscellaneous,Merck Sharp & Dohme Ltd,United Kingdom,,Merck Sharp & Dohme Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,98,
Merck Sharp & Dohme Ltd,_,Merck Sharp & Dohme Ltd,Merck Sharp & Dohme Ltd,,,Miscellaneous,Merck Sharp & Dohme Ltd,United Kingdom,,Merck Sharp & Dohme Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,583
Merck Sharp & Dohme Ltd,_,Merck Sharp & Dohme Ltd,Merck Sharp & Dohme Ltd,,,Miscellaneous,Merck Sharp & Dohme Ltd,United Kingdom,,Merck Sharp & Dohme Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,583896,,,
Merck Sharp & Dohme Ltd,_,Merck Sharp & Dohme Ltd,Merck Sharp & Dohme Ltd,,,Miscellaneous,Merck Sharp & Dohme Ltd,United Kingdom,,Merck Sharp & Dohme Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,98,
Merck Sharp & Dohme Ltd,_,Merck Sharp & Dohme Ltd,Merck Sharp & Dohme Ltd,,,Miscellaneous,Merck Sharp & Dohme Ltd,United Kingdom,,Merck Sharp & Dohme Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,1143
Merck Sharp & Dohme Ltd,_,Merck Sharp & Dohme Ltd,Merck Sharp & Dohme Ltd,,,Miscellaneous,Merck Sharp & Dohme Ltd,United Kingdom,,Merck Sharp & Dohme Ltd,,XX,Undefined,Fee for service and consultancy,Fees,1855671,,,
Merck Sharp & Dohme Ltd,_,Merck Sharp & Dohme Ltd,Merck Sharp & Dohme Ltd,,,Miscellaneous,Merck Sharp & Dohme Ltd,United Kingdom,,Merck Sharp & Dohme Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,98,
Merck Sharp & Dohme Ltd,_,Merck Sharp & Dohme Ltd,Merck Sharp & Dohme Ltd,,,Miscellaneous,Merck Sharp & Dohme Ltd,United Kingdom,,Merck Sharp & Dohme Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,599
Merck Sharp & Dohme Ltd,_,Merck Sharp & Dohme Ltd,Merck Sharp & Dohme Ltd,,,Miscellaneous,Merck Sharp & Dohme Ltd,United Kingdom,,Merck Sharp & Dohme Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,507400,,,
Merck Sharp & Dohme Ltd,,,,Merck Sharp & Dohme Ltd,,,Merck Sharp & Dohme Ltd,United Kingdom,,Merck Sharp & Dohme Ltd,,XX,Undefined,Research & Development,Research & Development,13091957,,,
Merz Pharma UK Ltd,_,Merz Pharma UK Ltd,Merz Pharma UK Ltd,,,Miscellaneous,Merz Pharma UK Ltd,United Kingdom,,Merz Pharma UK Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,100,
Merz Pharma UK Ltd,_,Merz Pharma UK Ltd,Merz Pharma UK Ltd,,,Miscellaneous,Merz Pharma UK Ltd,United Kingdom,,Merz Pharma UK Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,1
Merz Pharma UK Ltd,_,Merz Pharma UK Ltd,Merz Pharma UK Ltd,,,Miscellaneous,Merz Pharma UK Ltd,United Kingdom,,Merz Pharma UK Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,300,,,
Merz Pharma UK Ltd,_,Merz Pharma UK Ltd,Merz Pharma UK Ltd,,,Miscellaneous,Merz Pharma UK Ltd,United Kingdom,,Merz Pharma UK Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,93,
Merz Pharma UK Ltd,_,Merz Pharma UK Ltd,Merz Pharma UK Ltd,,,Miscellaneous,Merz Pharma UK Ltd,United Kingdom,,Merz Pharma UK Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,240
Merz Pharma UK Ltd,_,Merz Pharma UK Ltd,Merz Pharma UK Ltd,,,Miscellaneous,Merz Pharma UK Ltd,United Kingdom,,Merz Pharma UK Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,74168.98,,,
Merz Pharma UK Ltd,_,Merz Pharma UK Ltd,Merz Pharma UK Ltd,,,Miscellaneous,Merz Pharma UK Ltd,United Kingdom,,Merz Pharma UK Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,69,
Merz Pharma UK Ltd,_,Merz Pharma UK Ltd,Merz Pharma UK Ltd,,,Miscellaneous,Merz Pharma UK Ltd,United Kingdom,,Merz Pharma UK Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,24
Merz Pharma UK Ltd,_,Merz Pharma UK Ltd,Merz Pharma UK Ltd,,,Miscellaneous,Merz Pharma UK Ltd,United Kingdom,,Merz Pharma UK Ltd,,XX,Undefined,Fee for service and consultancy,Fees,43966.73,,,
Merz Pharma UK Ltd,_,Merz Pharma UK Ltd,Merz Pharma UK Ltd,,,Miscellaneous,Merz Pharma UK Ltd,United Kingdom,,Merz Pharma UK Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,85,
Merz Pharma UK Ltd,_,Merz Pharma UK Ltd,Merz Pharma UK Ltd,,,Miscellaneous,Merz Pharma UK Ltd,United Kingdom,,Merz Pharma UK Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,22
Merz Pharma UK Ltd,_,Merz Pharma UK Ltd,Merz Pharma UK Ltd,,,Miscellaneous,Merz Pharma UK Ltd,United Kingdom,,Merz Pharma UK Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,20239.54,,,
Merz Pharma UK Ltd,,,,Merz Pharma UK Ltd,,,Merz Pharma UK Ltd,United Kingdom,,Merz Pharma UK Ltd,,XX,Undefined,Research & Development,Research & Development,94741.92,,,
Mitsubishi Tanabe Pharma Europe Ltd,_,Mitsubishi Tanabe Pharma Europ,Mitsubishi Tanabe Pharma Europ,,,Miscellaneous,Mitsubishi Tanabe Pharma Europe Ltd,United Kingdom,,Mitsubishi Tanabe Pharma Europe Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,100,
Mitsubishi Tanabe Pharma Europe Ltd,_,Mitsubishi Tanabe Pharma Europ,Mitsubishi Tanabe Pharma Europ,,,Miscellaneous,Mitsubishi Tanabe Pharma Europe Ltd,United Kingdom,,Mitsubishi Tanabe Pharma Europe Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,1
Mitsubishi Tanabe Pharma Europe Ltd,_,Mitsubishi Tanabe Pharma Europ,Mitsubishi Tanabe Pharma Europ,,,Miscellaneous,Mitsubishi Tanabe Pharma Europe Ltd,United Kingdom,,Mitsubishi Tanabe Pharma Europe Ltd,,XX,Undefined,Fee for service and consultancy,Fees,2000,,,
Mitsubishi Tanabe Pharma Europe Ltd,,,,Mitsubishi Tanabe Pharma Europe Ltd,,,Mitsubishi Tanabe Pharma Europe Ltd,United Kingdom,,Mitsubishi Tanabe Pharma Europe Ltd,,XX,Undefined,Research & Development,Research & Development,164573.94,,,
Mundipharma,_,Mundipharma,Mundipharma,,,Miscellaneous,Mundipharma,United Kingdom,,Mundipharma,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,100,
Mundipharma,_,Mundipharma,Mundipharma,,,Miscellaneous,Mundipharma,United Kingdom,,Mundipharma,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,3
Mundipharma,_,Mundipharma,Mundipharma,,,Miscellaneous,Mundipharma,United Kingdom,,Mundipharma,,XX,Undefined,Contribution to costs of Events,Registration Fees,1604,,,
Mundipharma,_,Mundipharma,Mundipharma,,,Miscellaneous,Mundipharma,United Kingdom,,Mundipharma,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,62,
Mundipharma,_,Mundipharma,Mundipharma,,,Miscellaneous,Mundipharma,United Kingdom,,Mundipharma,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,66
Mundipharma,_,Mundipharma,Mundipharma,,,Miscellaneous,Mundipharma,United Kingdom,,Mundipharma,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,45291,,,
Mundipharma,_,Mundipharma,Mundipharma,,,Miscellaneous,Mundipharma,United Kingdom,,Mundipharma,,XX,Undefined,Fee for service and consultancy,Fees,0,,59,
Mundipharma,_,Mundipharma,Mundipharma,,,Miscellaneous,Mundipharma,United Kingdom,,Mundipharma,,XX,Undefined,Fee for service and consultancy,Fees,0,,,96
Mundipharma,_,Mundipharma,Mundipharma,,,Miscellaneous,Mundipharma,United Kingdom,,Mundipharma,,XX,Undefined,Fee for service and consultancy,Fees,194748,,,
Mundipharma,_,Mundipharma,Mundipharma,,,Miscellaneous,Mundipharma,United Kingdom,,Mundipharma,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,88,
Mundipharma,_,Mundipharma,Mundipharma,,,Miscellaneous,Mundipharma,United Kingdom,,Mundipharma,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,7
Mundipharma,_,Mundipharma,Mundipharma,,,Miscellaneous,Mundipharma,United Kingdom,,Mundipharma,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,411,,,
Napp Pharmaceuticals Ltd,_,Napp Pharmaceuticals Ltd,Napp Pharmaceuticals Ltd,,,Miscellaneous,Napp Pharmaceuticals Ltd,United Kingdom,,Napp Pharmaceuticals Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,89,
Napp Pharmaceuticals Ltd,_,Napp Pharmaceuticals Ltd,Napp Pharmaceuticals Ltd,,,Miscellaneous,Napp Pharmaceuticals Ltd,United Kingdom,,Napp Pharmaceuticals Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,449
Napp Pharmaceuticals Ltd,_,Napp Pharmaceuticals Ltd,Napp Pharmaceuticals Ltd,,,Miscellaneous,Napp Pharmaceuticals Ltd,United Kingdom,,Napp Pharmaceuticals Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,196117.3,,,
Napp Pharmaceuticals Ltd,_,Napp Pharmaceuticals Ltd,Napp Pharmaceuticals Ltd,,,Miscellaneous,Napp Pharmaceuticals Ltd,United Kingdom,,Napp Pharmaceuticals Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,82,
Napp Pharmaceuticals Ltd,_,Napp Pharmaceuticals Ltd,Napp Pharmaceuticals Ltd,,,Miscellaneous,Napp Pharmaceuticals Ltd,United Kingdom,,Napp Pharmaceuticals Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,190
Napp Pharmaceuticals Ltd,_,Napp Pharmaceuticals Ltd,Napp Pharmaceuticals Ltd,,,Miscellaneous,Napp Pharmaceuticals Ltd,United Kingdom,,Napp Pharmaceuticals Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,64263.06,,,
Napp Pharmaceuticals Ltd,_,Napp Pharmaceuticals Ltd,Napp Pharmaceuticals Ltd,,,Miscellaneous,Napp Pharmaceuticals Ltd,United Kingdom,,Napp Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,89,
Napp Pharmaceuticals Ltd,_,Napp Pharmaceuticals Ltd,Napp Pharmaceuticals Ltd,,,Miscellaneous,Napp Pharmaceuticals Ltd,United Kingdom,,Napp Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,218
Napp Pharmaceuticals Ltd,_,Napp Pharmaceuticals Ltd,Napp Pharmaceuticals Ltd,,,Miscellaneous,Napp Pharmaceuticals Ltd,United Kingdom,,Napp Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Fees,217411.32,,,
Napp Pharmaceuticals Ltd,_,Napp Pharmaceuticals Ltd,Napp Pharmaceuticals Ltd,,,Miscellaneous,Napp Pharmaceuticals Ltd,United Kingdom,,Napp Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,86,
Napp Pharmaceuticals Ltd,_,Napp Pharmaceuticals Ltd,Napp Pharmaceuticals Ltd,,,Miscellaneous,Napp Pharmaceuticals Ltd,United Kingdom,,Napp Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,84
Napp Pharmaceuticals Ltd,_,Napp Pharmaceuticals Ltd,Napp Pharmaceuticals Ltd,,,Miscellaneous,Napp Pharmaceuticals Ltd,United Kingdom,,Napp Pharmaceuticals Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,22064.75,,,
Napp Pharmaceuticals Ltd,,,,Napp Pharmaceuticals Ltd,,,Napp Pharmaceuticals Ltd,United Kingdom,,Napp Pharmaceuticals Ltd,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,0,,,39
Napp Pharmaceuticals Ltd,,,,Napp Pharmaceuticals Ltd,,,Napp Pharmaceuticals Ltd,United Kingdom,,Napp Pharmaceuticals Ltd,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,303105.48,,,
